Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
database-integration,Database & Integration,<p>Database design API integrations and system connectivity solutions ensuring seamless data flow and system interoperability with custom database architecture and integration services.</p>,Maker Software LLC,Services > Professional Services > IT & Technology,Services,"Database, Integration, API, Systems, Connectivity",true,Service Type,Database Design & Setup,,,,,,,,DI_SERVICE_001,0.0,,deny,manual,1500.00,,false,true,,https://images.unsplash.com/photo-1544383835-bda2bc66a55d?w=800,1,"Database & Integration",false,Database & Integration | Maker Software LLC,Database design and API integrations for seamless system connectivity,,g,,,active
database-integration,,,,,,,,,Third-Party API Integration,,,,,,,,DI_SERVICE_002,0.0,,deny,manual,800.00,,false,true,,,,,,,,,g,,,
database-integration,,,,,,,,,CRM Integration,,,,,,,,DI_SERVICE_003,0.0,,deny,manual,1200.00,,false,true,,,,,,,,,g,,,
database-integration,,,,,,,,,Workflow Automation,,,,,,,,DI_SERVICE_004,0.0,,deny,manual,2000.00,,false,true,,,,,,,,,g,,,
database-integration,,,,,,,,,Data Migration Services,,,,,,,,DI_SERVICE_005,0.0,,deny,manual,3500.00,,false,true,,,,,,,,,g,,,
database-design,Database Design & Setup,<p>Custom database architecture with optimization and security including basic database design enterprise database architecture high-performance database and multi-region database solutions.</p>,Maker Software LLC,Services > Professional Services > IT & Technology,Services,"Database Design, Architecture, Optimization, Security",true,Service Type,Basic Database Design,,,,,,,,DD_SERVICE_001,0.0,,deny,manual,1500.00,,false,true,,https://images.unsplash.com/photo-1544383835-bda2bc66a55d?w=800,1,"Database Design & Setup",false,Database Design & Setup | Maker Software LLC,Custom database architecture with optimization and enterprise security,,g,,,active
database-design,,,,,,,,,Enterprise Database Architecture,,,,,,,,DD_SERVICE_002,0.0,,deny,manual,3000.00,,false,true,,,,,,,,,g,,,
database-design,,,,,,,,,High-performance Database,,,,,,,,DD_SERVICE_003,0.0,,deny,manual,3500.00,,false,true,,,,,,,,,g,,,
database-design,,,,,,,,,Multi-region Database,,,,,,,,DD_SERVICE_004,0.0,,deny,manual,2800.00,,false,true,,,,,,,,,g,,,
api-integration,API Integration,<p>Integration with external services and platforms including single API integration multiple API connections enterprise API platform and real-time API integration for seamless connectivity.</p>,Maker Software LLC,Services > Professional Services > IT & Technology,Services,"API Integration, External Services, Platforms, Connectivity",true,Service Type,Single API Integration,,,,,,,,API_INT_001,0.0,,deny,manual,800.00,,false,true,,https://images.unsplash.com/photo-1558494949-ef010cbdcc31?w=800,1,"API Integration Services",false,API Integration | Maker Software LLC,Integration with external services and platforms for seamless connectivity,,g,,,active
api-integration,,,,,,,,,Multiple API Connections,,,,,,,,API_INT_002,0.0,,deny,manual,1500.00,,false,true,,,,,,,,,g,,,
api-integration,,,,,,,,,Enterprise API Platform,,,,,,,,API_INT_003,0.0,,deny,manual,2500.00,,false,true,,,,,,,,,g,,,
api-integration,,,,,,,,,Real-time API Integration,,,,,,,,API_INT_004,0.0,,deny,manual,2000.00,,false,true,,,,,,,,,g,,,
workflow-automation,Workflow Automation,<p>Business process automation with custom workflows including basic process automation advanced workflow system enterprise automation platform and multi-department automation solutions.</p>,Maker Software LLC,Services > Professional Services > IT & Technology,Services,"Workflow, Automation, Business Process, Custom",true,Service Type,Basic Process Automation,,,,,,,,WA_SERVICE_001,0.0,,deny,manual,2000.00,,false,true,,https://images.unsplash.com/photo-1552664730-d307ca884978?w=800,1,"Workflow Automation",false,Workflow Automation | Maker Software LLC,Business process automation with custom workflows for efficiency,,g,,,active
workflow-automation,,,,,,,,,Advanced Workflow System,,,,,,,,WA_SERVICE_002,0.0,,deny,manual,2800.00,,false,true,,,,,,,,,g,,,
workflow-automation,,,,,,,,,Enterprise Automation Platform,,,,,,,,WA_SERVICE_003,0.0,,deny,manual,3500.00,,false,true,,,,,,,,,g,,,
workflow-automation,,,,,,,,,Multi-department Automation,,,,,,,,WA_SERVICE_004,0.0,,deny,manual,3200.00,,false,true,,,,,,,,,g,,,
